순번,영화명,감독,distribution,date,영화유형,국적,country,num_screen,sales,view,sales_seoul,view_seoul,genre,genre2,등급,grade,영화구분
535,엽문 리부트 2020,이입명,0,2020-11-26,개봉영화,아시아,others,24,22778,3,3639,48,action,action,12세이상관람가,0,독립/예술영화
536,래미와 친구들: 푸른푸른 초원의 위기,웨이밍 황,0,2020-07-30,개봉영화,아시아,others,18,22526,3,3741,47,animation,animation,전체관람가,0,일반영화
537,문신을 한 신부님,얀 코마사,0,2020-02-13,개봉영화,유럽,others,57,22284,3,15314,177,drama,drama,15세이상관람가,0,독립/예술영화
538,밤쉘: 세상을 바꾼 폭탄선언,제이 로치,0,2020-07-08,개봉영화,북아메리카,NorthAmerica,882,21960,4,21800,428,drama,drama,15세이상관람가,0,독립/예술영화
539,더 워닝,다니엘 칼파소로,0,2020-05-06,개봉영화,유럽,others,32,20685,4,7205,140,thriller,others,15세이상관람가,0,독립/예술영화
540,더 테러리스트,,0,2020-02-26,개봉영화,기타,others,17,20410,3,16386,214,criminal,criminal,15세이상관람가,0,독립/예술영화
541,데드워터,,0,2020-05-28,개봉영화,북아메리카,NorthAmerica,10,20000,4,0,0,thriller,others,15세이상관람가,0,독립/예술영화
542,이웃의 아내,아론 하비,0,2020-05-26,개봉영화,북아메리카,NorthAmerica,10,20000,4,0,0,thriller,others,15세이상관람가,0,독립/예술영화
543,붉은 눈,,0,2020-12-24,개봉영화,아시아,others,5,19654,4,15654,299,mystery,others,청소년관람불가,1,독립/예술영화
544,맨슨 패밀리,앤드류 존스,0,2020-06-15,개봉영화,유럽,others,1,19420,19,19410,1863,horror,others,15세이상관람가,0,일반영화
545,"시, 나리오",김동원,0,2020-07-02,개봉영화,한국,Korea,18,19280,2,9395,104,drama,drama,15세이상관람가,0,독립/예술영화
546,소년 아메드,"장 피에르 다르덴,뤽 다르덴",0,2020-07-30,개봉영화,유럽,others,82,19195,4,17300,341,drama,drama,12세이상관람가,0,독립/예술영화
547,무협: 더 코드,조니 우,0,2020-06-22,개봉영화,북아메리카,NorthAmerica,1,18880,18,18870,1821,action,action,15세이상관람가,0,일반영화
548,사냥의 시간: 데스 게임,아론 머티스,0,2020-06-22,개봉영화,북아메리카,NorthAmerica,1,18690,18,18680,1798,horror,others,청소년관람불가,1,일반영화
549,이 멋진 세계에 축복을! 붉은 전설,카나사키 타카오미,0,2020-02-06,개봉영화,아시아,others,57,18554,2,18554,213,animation,animation,15세이상관람가,0,일반영화
550,7월7일,손승현,0,2020-09-02,개봉영화,한국,Korea,18,18466,2,12836,145,drama,drama,12세이상관람가,0,독립/예술영화
551,개 같은 것들,최종학,0,2020-12-17,개봉영화,한국,Korea,2,17970,2,17650,203,drama,drama,청소년관람불가,1,일반영화
552,"집에 돌아오면, 언제나 아내가 죽은 척을 하고있다",리 토시오,0,2020-02-20,개봉영화,아시아,others,34,17469,2,15449,181,romance,romance,12세이상관람가,0,독립/예술영화
553,이별식당,임왕태,0,2020-08-27,개봉영화,한국,Korea,24,17242,2,10945,136,musical,others,12세이상관람가,0,독립/예술영화
554,디노소어 어드벤쳐,,0,2021-01-27,개봉영화,북아메리카,NorthAmerica,26,17181,2,4220,56,adventure,others,15세이상관람가,0,일반영화
555,이별의 목적,이건우,0,2020-09-10,개봉영화,한국,Korea,15,16905,2,9975,124,romance,romance,12세이상관람가,0,독립/예술영화
556,애니멀 크래커,토니 밴크로프트,0,2020-08-05,개봉영화,북아메리카,NorthAmerica,473,16764,2,13640,195,animation,animation,전체관람가,0,독립/예술영화
557,벌새,김보라,0,2019-08-29,개봉영화,한국,Korea,145,16700,2,4840,65,drama,drama,15세이상관람가,0,독립/예술영화
558,여름날,오정석,0,2020-08-20,개봉영화,한국,Korea,12,16185,2,7915,98,drama,drama,전체관람가,0,독립/예술영화
559,잠자는 숲 속의 미녀,마리우스 프티파,0,2020-05-02,개봉영화,유럽,others,3,16170,1,9600,39,show,others,전체관람가,0,일반영화
560,벨빌 캅,라시드 부샤렙,0,2020-06-25,개봉영화,유럽,others,5,16005,2,10420,131,criminal,criminal,15세이상관람가,0,독립/예술영화
561,나이트 언데드,,0,2021-01-27,개봉영화,북아메리카,NorthAmerica,20,15850,3,12100,236,mystery,others,15세이상관람가,0,일반영화
562,덩케르크 이스케이프,,0,2020-08-20,개봉영화,유럽,others,13,15729,2,6864,87,war,others,15세이상관람가,0,독립/예술영화
563,젊은 모녀,왕지방,0,2020-09-10,개봉영화,한국,Korea,20,15620,3,6690,125,romance,romance,청소년관람불가,1,일반영화
564,용감한 토끼 당당이,증헌림,0,2020-12-17,개봉영화,아시아,others,5,15500,3,0,0,animation,animation,전체관람가,0,독립/예술영화
565,브레이크,,0,2020-05-20,개봉영화,유럽,others,5,15000,3,0,0,thriller,others,15세이상관람가,0,독립/예술영화
566,탱크 투 베를린,,0,2020-12-23,개봉영화,유럽,others,16,14987,2,8778,98,action,action,15세이상관람가,0,독립/예술영화
567,일 트로바토레,프랑코 제피렐리,0,2020-01-12,개봉영화,유럽,others,5,14850,1,6180,25,show,others,전체관람가,0,일반영화
568,너와 파도를 탈 수 있다면,유아사 마사아키,1,2020-07-08,개봉영화,아시아,others,257,14210,1,14210,135,animation,animation,12세이상관람가,0,독립/예술영화
569,세트플레이,문승욱,0,2020-12-10,개봉영화,한국,Korea,16,13630,2,5845,72,drama,drama,청소년관람불가,1,독립/예술영화
570,좋은 여자,전규환,0,2020-05-28,개봉영화,한국,Korea,5,12170,2,9685,125,drama,drama,청소년관람불가,1,독립/예술영화
571,아르코라이브 의자 고치는 여인,,0,2020-05-20,개봉영화,한국,Korea,6,12055,1,10295,86,show,others,12세이상관람가,0,일반영화
572,이장,정승오,0,2020-03-25,개봉영화,한국,Korea,82,11960,2,1000,12,drama,drama,12세이상관람가,0,독립/예술영화
573,누드모델의 목적,,0,2020-04-03,개봉영화,한국,Korea,10,11830,2,11410,229,romance,romance,청소년관람불가,1,일반영화
574,환각섹스,,0,2020-04-03,개봉영화,한국,Korea,10,11830,2,11410,229,romance,romance,청소년관람불가,1,일반영화
575,블라인드 파트너,이로운,0,2020-03-19,개봉영화,한국,Korea,18,11810,2,11410,229,romance,romance,청소년관람불가,1,일반영화
576,스폰서 X,에로핑,0,2020-03-27,개봉영화,한국,Korea,18,11810,2,11410,229,romance,romance,청소년관람불가,1,일반영화
577,새엄마의 목적,이로운,0,2020-03-19,개봉영화,한국,Korea,17,11800,2,11410,229,romance,romance,청소년관람불가,1,일반영화
578,아크나텐,,0,2020-07-07,개봉영화,북아메리카,NorthAmerica,5,11713,1,8293,35,show,others,전체관람가,0,일반영화
579,사마에게,"와드 알-카팁,에드워드 와츠",0,2020-01-23,개봉영화,유럽,others,75,11699,1,11369,121,documentary,others,15세이상관람가,0,독립/예술영화
580,야구소녀,최윤태,0,2020-06-18,개봉영화,한국,Korea,264,11690,2,1000,19,drama,drama,12세이상관람가,0,독립/예술영화
581,좀비파이터,임지환,0,2020-04-16,개봉영화,한국,Korea,5,11370,1,8010,88,horror,others,15세이상관람가,0,독립/예술영화
582,터칭 더 보이드,케빈 맥도널드,0,2020-09-24,개봉영화,유럽,others,8,11306,2,8817,126,documentary,others,12세이상관람가,0,독립/예술영화
583,초대받은 배달부,이상수,0,2021-01-01,개봉영화,한국,Korea,20,10660,2,7200,126,romance,romance,청소년관람불가,1,일반영화
584,마농 레스코,,0,2020-08-03,개봉영화,유럽,others,5,10335,1,3295,22,show,others,12세이상관람가,0,일반영화
585,더 듀얼,,0,2020-11-19,개봉영화,북아메리카,NorthAmerica,5,10000,2,0,0,criminal,criminal,청소년관람불가,1,독립/예술영화
586,런 위드 더 헌티드,,0,2020-11-04,개봉영화,북아메리카,NorthAmerica,5,10000,2,0,0,criminal,criminal,15세이상관람가,0,독립/예술영화
587,犬견 : 버려진 아이들,서하늘,0,2020-10-18,개봉영화,한국,Korea,1,9960,3,0,0,criminal,criminal,15세이상관람가,0,독립/예술영화
588,18 섹시퀸 유진의 섹스 스캔들,최진철,0,2020-11-13,개봉영화,한국,Korea,20,9680,2,6660,125,romance,romance,청소년관람불가,1,일반영화
589,불륜의 세계,신성진,0,2020-07-10,개봉영화,한국,Korea,20,9650,2,6600,123,etc,others,청소년관람불가,1,일반영화
590,구멍동서,이상수,0,2020-07-20,개봉영화,한국,Korea,20,9610,2,6600,123,etc,others,청소년관람불가,1,일반영화
591,용주골 2,김종석,0,2020-11-12,개봉영화,한국,Korea,20,9600,2,6630,125,romance,romance,청소년관람불가,1,일반영화
592,천년여우 구미호,최환,0,2020-12-03,개봉영화,한국,Korea,11,9570,2,9140,188,romance,romance,청소년관람불가,1,일반영화
593,관전녀2,김종석,0,2020-11-06,개봉영화,한국,Korea,20,9550,2,6630,125,romance,romance,청소년관람불가,1,일반영화
594,음란 과외 3,김종석,0,2020-11-26,개봉영화,한국,Korea,20,9540,2,6670,127,romance,romance,청소년관람불가,1,일반영화
595,셰이프 오브 뮤직: 알렉상드르 데스플라,파스칼 쾨노,0,2020-08-13,개봉영화,유럽,others,30,9494,1,7454,73,documentary,others,전체관람가,0,독립/예술영화
596,이모의유혹3,원명준,0,2020-05-29,개봉영화,한국,Korea,20,9460,2,6690,125,romance,romance,청소년관람불가,1,일반영화
597,어린 그녀,정태준,0,2020-04-09,개봉영화,한국,Korea,20,9430,2,6640,125,romance,romance,청소년관람불가,1,일반영화
598,젊은엄마5,정도수,0,2020-04-08,개봉영화,한국,Korea,20,9430,2,6640,125,romance,romance,청소년관람불가,1,일반영화
599,주인집 딸,계장혁,0,2020-05-07,개봉영화,한국,Korea,21,9420,2,6640,125,romance,romance,청소년관람불가,1,일반영화
600,금의위 3인의 무사,등연성,0,2021-01-21,개봉영화,아시아,others,20,9410,2,9030,172,action,action,15세이상관람가,0,독립/예술영화
601,옆집소녀4,원명준,0,2020-07-03,개봉영화,한국,Korea,19,9400,2,6640,125,romance,romance,청소년관람불가,1,일반영화
602,기색충,김종석,0,2020-09-10,개봉영화,한국,Korea,25,9400,2,6630,125,romance,romance,청소년관람불가,1,일반영화
603,섹스의 세계,김종석,0,2020-09-17,개봉영화,한국,Korea,25,9400,2,6630,125,romance,romance,청소년관람불가,1,일반영화
604,초대녀 3,김종석,0,2020-12-10,개봉영화,한국,Korea,20,9400,2,6700,126,romance,romance,청소년관람불가,1,일반영화
605,극장판 원피스 스탬피드,,0,2020-02-13,개봉영화,아시아,others,372,9400,1,9320,96,animation,animation,전체관람가,0,일반영화
606,그녀의 모유는 백신,정미나,0,2020-08-21,개봉영화,한국,Korea,20,9370,2,6630,125,ero,others,청소년관람불가,1,일반영화
607,몽정 : 파는여자,왕지방,0,2020-04-09,개봉영화,한국,Korea,20,9360,2,6630,125,romance,romance,청소년관람불가,1,일반영화
608,주부남편의 발기찬 바깥생활,정미나,0,2020-07-31,개봉영화,한국,Korea,20,9350,2,6630,125,ero,others,청소년관람불가,1,일반영화
609,미세스 잘주리 미스 안주리,김종석,0,2021-01-07,개봉영화,한국,Korea,21,9350,2,6630,125,romance,romance,청소년관람불가,1,일반영화
610,애완남,김종석,0,2020-10-23,개봉영화,한국,Korea,20,9350,2,6630,125,romance,romance,청소년관람불가,1,일반영화
611,어린 엄마4,김종석,0,2020-10-23,개봉영화,한국,Korea,20,9350,2,6630,125,romance,romance,청소년관람불가,1,일반영화
612,처제가 왜 거기서 나와?,김종석,0,2020-12-23,개봉영화,한국,Korea,20,9350,2,6630,125,romance,romance,청소년관람불가,1,일반영화
613,형수 길들이기,정태준,0,2020-10-07,개봉영화,한국,Korea,20,9350,2,6630,125,romance,romance,청소년관람불가,1,일반영화
614,막내 처제 2,정진호,0,2020-03-12,개봉영화,한국,Korea,20,9330,2,6660,126,romance,romance,청소년관람불가,1,일반영화
615,여선생3,최성은,0,2020-03-20,개봉영화,한국,Korea,20,9330,2,6660,126,etc,others,청소년관람불가,1,일반영화
616,어린 처제 4,계장혁,0,2020-03-19,개봉영화,한국,Korea,20,9310,2,6660,126,romance,romance,청소년관람불가,1,일반영화
617,에이리,오오토모 케이시,0,2021-01-22,개봉영화,아시아,others,1,9265,1,9265,86,mystery,others,15세이상관람가,0,독립/예술영화
618,아르코 라이브 완창판소리프로젝트2 강산제수궁가,,0,2020-04-14,개봉영화,한국,Korea,7,9170,1,1980,17,show,others,전체관람가,0,일반영화
619,두 번째 엄마-불륜정사,최환,0,2020-12-03,개봉영화,한국,Korea,20,9120,2,9030,182,romance,romance,청소년관람불가,1,일반영화
620,딸의 친구 5,계장혁,0,2020-04-23,개봉영화,한국,Korea,20,8830,2,6040,122,romance,romance,청소년관람불가,1,일반영화
621,새아가,계장혁,0,2020-04-23,개봉영화,한국,Korea,20,8830,2,6040,122,romance,romance,청소년관람불가,1,일반영화
622,카잔자키스,,0,2020-01-30,개봉영화,기타,others,21,8771,1,8771,100,drama,drama,12세이상관람가,0,독립/예술영화
623,죽이는 여자,애슐리 해밀턴,0,2020-08-23,개봉영화,북아메리카,NorthAmerica,1,8710,8,8710,823,horror,others,청소년관람불가,1,일반영화
624,할로윈: 살인마 잭,앤드류 존스,0,2020-07-21,개봉영화,유럽,others,1,8690,8,8690,821,horror,others,15세이상관람가,0,일반영화
625,기도하는 남자,강동헌,0,2020-02-20,개봉영화,한국,Korea,34,8505,1,4825,73,drama,drama,15세이상관람가,0,독립/예술영화
626,블러드: 궁금한 이야기,,0,2020-06-15,개봉영화,유럽,others,1,8420,8,8410,817,horror,others,15세이상관람가,0,일반영화
627,피그테일:피그테일과 거미소녀 그리고 레슬링,"카이야 토시히사,유아사 마사아키",0,2020-07-09,개봉영화,아시아,others,12,8230,1,6390,81,animation,animation,15세이상관람가,0,독립/예술영화
628,사내정사: 은밀한 회의실,이두희,0,2020-04-24,개봉영화,한국,Korea,20,8210,2,6040,122,drama,drama,청소년관람불가,1,일반영화
629,카르멘,,0,2020-06-03,개봉영화,유럽,others,6,8200,0,4820,20,show,others,12세이상관람가,0,일반영화
630,어서오시게스트하우스,심요한,0,2020-08-13,개봉영화,한국,Korea,58,7760,1,2090,27,drama,drama,15세이상관람가,0,독립/예술영화
631,백년의 기억,피에르 올리비에 프랑수아,0,2020-06-11,개봉영화,유럽,others,6,7550,1,240,4,documentary,others,전체관람가,0,독립/예술영화
632,미스터 주: 사라진 VIP,김태윤,1,2020-01-22,개봉영화,한국,Korea,692,7500,2,4500,90,comedy,comedy,12세이상관람가,0,일반영화
633,설화,최형렬,0,2020-04-16,개봉영화,한국,Korea,4,7430,1,3000,60,thriller,others,15세이상관람가,0,독립/예술영화
634,기묘한 이야기: 리플레이,,0,2020-08-23,개봉영화,북아메리카,NorthAmerica,1,7380,7,7380,696,adventure,others,15세이상관람가,0,일반영화
635,좀비캠프,데이빗 마탈론,0,2020-09-25,개봉영화,북아메리카,NorthAmerica,5,7000,1,3000,60,thriller,others,청소년관람불가,1,독립/예술영화
636,장모님들의 사랑,왕지방,0,2020-05-13,개봉영화,한국,Korea,20,6890,1,6160,123,romance,romance,청소년관람불가,1,일반영화
637,더 프린세스 : 도둑맞은 공주,올레말라므,0,2020-08-12,개봉영화,유럽,others,423,6736,1,0,0,animation,animation,전체관람가,0,일반영화
638,외출 3,구재은,0,2020-09-28,개봉영화,한국,Korea,19,6720,1,2090,42,romance,romance,청소년관람불가,1,일반영화
639,화끈한 미용실,김춘수,0,2020-09-09,개봉영화,한국,Korea,20,6720,1,6090,122,romance,romance,청소년관람불가,1,일반영화
640,배달노출2 : 초대남과 좋아죽는 와이프,공자관,0,2020-05-29,개봉영화,한국,Korea,20,6530,1,6040,122,ero,others,청소년관람불가,1,일반영화
641,가자 장미여관으로 4,최우성,0,2020-05-28,개봉영화,한국,Korea,20,6500,1,6040,122,romance,romance,청소년관람불가,1,일반영화
642,구멍 교환,김종석,0,2020-08-27,개봉영화,한국,Korea,20,6500,1,6030,122,romance,romance,청소년관람불가,1,일반영화
643,나는 야한 여자가 좋다 4,김종석,0,2020-07-30,개봉영화,한국,Korea,20,6500,1,6030,122,romance,romance,청소년관람불가,1,일반영화
644,마누라 공유하기,계장혁,0,2020-08-13,개봉영화,한국,Korea,20,6500,1,6030,122,romance,romance,청소년관람불가,1,일반영화
645,어린 구멍,김종석,0,2020-08-13,개봉영화,한국,Korea,20,6500,1,6030,122,romance,romance,청소년관람불가,1,일반영화
646,김비서는 정말 왜 그럴까?,김종석,0,2020-09-03,개봉영화,한국,Korea,20,6500,1,6030,122,romance,romance,청소년관람불가,1,일반영화
647,가슴 큰 연주,이동준,0,2020-06-16,개봉영화,한국,Korea,20,6470,1,3700,66,romance,romance,청소년관람불가,1,일반영화
648,어린 여동생2,이정석,0,2020-04-03,개봉영화,한국,Korea,20,6450,1,3660,66,romance,romance,청소년관람불가,1,일반영화
649,작은 소망,전우성,0,2020-08-13,개봉영화,아시아,others,151,6400,1,6400,128,comedy,comedy,12세이상관람가,0,독립/예술영화
650,친구누나들,이정석,0,2020-03-20,개봉영화,한국,Korea,20,6390,1,3660,66,romance,romance,청소년관람불가,1,일반영화
651,어린과부,한동호,0,2020-08-11,개봉영화,한국,Korea,20,6370,1,3630,65,romance,romance,청소년관람불가,1,일반영화
652,예민한 모녀,성운아,0,2020-07-28,개봉영화,한국,Korea,20,6330,1,3630,65,romance,romance,청소년관람불가,1,일반영화
653,부다페스트 스토리,아틸라 사스,0,2020-08-13,개봉영화,유럽,others,33,6005,1,4520,64,thriller,others,15세이상관람가,0,독립/예술영화
654,피델리티,니기나 사이풀라에바,0,2020-04-15,개봉영화,유럽,others,1,5760,1,5760,64,drama,drama,청소년관람불가,1,독립/예술영화
655,판타스틱 썸머,,0,2020-06-25,개봉영화,북아메리카,NorthAmerica,5,5685,1,4426,62,drama,drama,15세이상관람가,0,독립/예술영화
656,슈윙! 블루 노트 레코드 스토리,에릭 프리에들러,0,2020-03-19,개봉영화,유럽,others,2,5560,1,5560,60,documentary,others,12세이상관람가,0,독립/예술영화
657,바람의 언덕,박석영,0,2020-04-23,개봉영화,한국,Korea,28,5510,1,60,1,drama,drama,전체관람가,0,독립/예술영화
